venue_id,name,sheet_row,lookup_status,material_changes,old_google_place_id,old_last_verified,old_google_rating,old_google_review_count,old_google_types,old_google_phone,old_enriched,old_business_status,new_google_place_id,new_last_verified,new_google_rating,new_google_review_count,new_google_types,new_google_phone,new_enriched,new_business_status
v0307,citizenM New York Bowery hotel,265,ok,google_review_count,ChIJxwvJP4ZZwokRl6cJe-ZyZN4,2026-04-20,4.5,1842,"hotel,lodging,point_of_interest,service,establishment",(212) 372-7274,yes,OPERATIONAL,ChIJxwvJP4ZZwokRl6cJe-ZyZN4,2026-05-22,4.5,1848,"hotel,lodging,service,point_of_interest,establishment",(212) 372-7274,yes,OPERATIONAL
v0308,City Papery,266,ok,google_review_count|google_types,ChIJ77IqdYtZwokRAfjd65A2zx0,2026-04-20,4.5,133,"gift_shop,supplier,home_goods_store,manufacturer,service,store",(212) 463-7035,yes,OPERATIONAL,ChIJ77IqdYtZwokRAfjd65A2zx0,2026-05-22,4.5,135,"gift_shop,supplier,manufacturer,store,point_of_interest,service,establishment",(212) 463-7035,yes,OPERATIONAL
v0310,Climax Books,267,ok,,ChIJd4XL0MxZwokREJGcQ45IfkE,2026-04-20,4.8,17,"book_store,store,point_of_interest,establishment",,yes,OPERATIONAL,ChIJd4XL0MxZwokREJGcQ45IfkE,2026-05-22,4.8,17,"book_store,store,point_of_interest,establishment",,yes,OPERATIONAL
v0311,Comal,268,ok,google_review_count,ChIJ47moWdBZwokR2Ud_ilXR05E,2026-04-20,4.4,190,"mexican_restaurant,fine_dining_restaurant,restaurant,food,point_of_interest,establishment",(646) 988-9678,yes,OPERATIONAL,ChIJ47moWdBZwokR2Ud_ilXR05E,2026-05-22,4.4,198,"mexican_restaurant,fine_dining_restaurant,restaurant,food,point_of_interest,establishment",(646) 988-9678,yes,OPERATIONAL
v0312,common hours,269,ok,google_rating|google_review_count|google_types,ChIJG94_MzhZwokRYIgsVoZNT98,2026-04-20,4.6,76,"coffee_shop,cafe,food_store,food,store,point_of_interest",(347) 556-8312,yes,OPERATIONAL,ChIJG94_MzhZwokRYIgsVoZNT98,2026-05-22,4.7,84,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",(347) 556-8312,yes,OPERATIONAL
v0313,Common Things,270,ok,,ChIJp5j2-tZZwokRJNSvi-5NKtQ,2026-04-20,4.8,8,"home_goods_store,store,point_of_interest,establishment",(646) 345-9693,yes,OPERATIONAL,ChIJp5j2-tZZwokRJNSvi-5NKtQ,2026-05-22,4.8,8,"home_goods_store,store,point_of_interest,establishment",(646) 345-9693,yes,OPERATIONAL
v0314,Cooper's Craft & Cocktails,271,ok,google_review_count,ChIJn5II_-JZwokRik2w2DuChmw,2026-04-20,4.3,494,"bar,cocktail_bar,restaurant,food,point_of_interest,establishment",(646) 596-8975,yes,OPERATIONAL,ChIJn5II_-JZwokRik2w2DuChmw,2026-05-22,4.3,498,"bar,cocktail_bar,restaurant,point_of_interest,food,establishment",(646) 596-8975,yes,OPERATIONAL
v0315,Coppelia,272,ok,google_review_count|google_types,ChIJZ66u571ZwokRnGWVfoiFiCA,2026-04-20,4.4,3786,"cuban_restaurant,brunch_restaurant,hamburger_restaurant,diner,latin_american_restaurant,breakfast_restaurant",(212) 858-5001,yes,OPERATIONAL,ChIJZ66u571ZwokRnGWVfoiFiCA,2026-05-22,4.4,3807,"cuban_restaurant,hamburger_restaurant,latin_american_restaurant,brunch_restaurant,breakfast_restaurant,american_restaurant,diner,bar,restaurant,food,point_of_interest,establishment",(212) 858-5001,yes,OPERATIONAL
v0316,Creature's Rooftop,273,ok,google_review_count,ChIJHbDNDHxZwokRxYe2RtH9WEI,2026-04-20,4.4,295,"cocktail_bar,bar,restaurant,food,point_of_interest,establishment",(917) 920-5536,yes,OPERATIONAL,ChIJHbDNDHxZwokRxYe2RtH9WEI,2026-05-22,4.4,302,"cocktail_bar,bar,restaurant,food,point_of_interest,establishment",(917) 920-5536,yes,OPERATIONAL
v0317,Cubbyhole,274,ok,google_review_count,ChIJAc17d5VZwokRFRZJneeCMww,2026-04-20,4.2,641,"bar,point_of_interest,establishment",(212) 243-9041,yes,OPERATIONAL,ChIJAc17d5VZwokRFRZJneeCMww,2026-05-22,4.2,648,"bar,point_of_interest,establishment",(212) 243-9041,yes,OPERATIONAL
v0318,Culture Espresso,275,ok,google_review_count|google_types,ChIJdco4TKpZwokRdtg39W89yog,2026-04-20,4.6,2347,"coffee_shop,cafe,bakery,confectionery,food_store,food",(212) 302-0200,yes,OPERATIONAL,ChIJdco4TKpZwokRdtg39W89yog,2026-05-22,4.6,2378,"coffee_shop,confectionery,cafe,bakery,food_store,store,food,point_of_interest,establishment",(212) 302-0200,yes,OPERATIONAL
v0319,Daily Provisions,276,ok,google_review_count,ChIJP1QDua5ZwokRbdD1DO8vntA,2026-04-20,4.5,297,"restaurant,food,point_of_interest,establishment",(646) 747-8614,yes,OPERATIONAL,ChIJP1QDua5ZwokRbdD1DO8vntA,2026-05-22,4.5,303,"restaurant,point_of_interest,food,establishment",(646) 747-8614,yes,OPERATIONAL
v0321,Dana Foley NYC,277,ok,,ChIJqRiIJJ1ZwokRa6nca7ZWoCk,2026-04-20,4.3,15,"womens_clothing_store,clothing_store,store,point_of_interest,establishment",(917) 435-2518,yes,OPERATIONAL,ChIJqRiIJJ1ZwokRa6nca7ZWoCk,2026-05-22,4.3,15,"womens_clothing_store,clothing_store,store,point_of_interest,establishment",(917) 435-2518,yes,OPERATIONAL
v0322,Dante Aperitivo Bar,278,ok,google_rating|google_review_count,ChIJ52cTNABZwokRBZD-02jLllw,2026-04-20,4.3,48,"bar,point_of_interest,establishment",,yes,OPERATIONAL,ChIJ52cTNABZwokRBZD-02jLllw,2026-05-22,4.4,57,"bar,point_of_interest,establishment",,yes,OPERATIONAL
v0325,Dashwood Books,279,ok,google_review_count,ChIJHwq2RoVZwokR4Tlp8WRfoIE,2026-04-20,4.7,128,"book_store,store,point_of_interest,establishment",(212) 387-8520,yes,OPERATIONAL,ChIJHwq2RoVZwokR4Tlp8WRfoIE,2026-05-22,4.7,133,"book_store,store,point_of_interest,establishment",(212) 387-8520,yes,OPERATIONAL
v0326,David Zwirner,280,ok,google_review_count,ChIJMf7Re8dZwokRJ0Nyj2IixlM,2026-04-20,4.5,772,"art_gallery,tourist_attraction,museum,point_of_interest,establishment",(212) 727-2070,yes,OPERATIONAL,ChIJMf7Re8dZwokRJ0Nyj2IixlM,2026-05-22,4.5,775,"art_gallery,tourist_attraction,museum,point_of_interest,establishment",(212) 727-2070,yes,OPERATIONAL
v0327,Dear Irving on Hudson Rooftop Bar,281,ok,google_review_count|google_types,ChIJmyM5dF1ZwokRD9lUmRAzQOI,2026-04-20,4.5,1526,"cocktail_bar,bar,event_venue,restaurant,food,point_of_interest",,yes,OPERATIONAL,ChIJmyM5dF1ZwokRD9lUmRAzQOI,2026-05-22,4.5,1569,"cocktail_bar,bar,event_venue,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
v0328,Death & Co East Village,282,ok,google_review_count,ChIJKU1MNJ1ZwokRQ7eiWK511vI,2026-04-20,4.5,2079,"cocktail_bar,bar,restaurant,food,point_of_interest,establishment",(212) 388-0882,yes,OPERATIONAL,ChIJKU1MNJ1ZwokRQ7eiWK511vI,2026-05-22,4.5,2084,"cocktail_bar,bar,restaurant,food,point_of_interest,establishment",(212) 388-0882,yes,OPERATIONAL
v0329,Delta Charlie,283,ok,google_review_count,ChIJy_1i5lpZwokRAN49cl7ZefI,2026-04-20,4.8,27,"bar,point_of_interest,establishment",,yes,OPERATIONAL,ChIJy_1i5lpZwokRAN49cl7ZefI,2026-05-22,4.8,30,"bar,point_of_interest,establishment",,yes,OPERATIONAL
v0330,Deluxx Fluxx,284,ok,google_review_count,ChIJe-lFm_VZwokRpZ2tEFhS6f4,2026-04-20,4.6,275,"night_club,point_of_interest,establishment",(917) 274-7913,yes,OPERATIONAL,ChIJe-lFm_VZwokRpZ2tEFhS6f4,2026-05-22,4.6,285,"night_club,point_of_interest,establishment",(917) 274-7913,yes,OPERATIONAL
v0331,Dimes,285,ok,google_review_count|google_types,ChIJg1zmpilawokR1tvpSF6PWS8,2026-04-20,4.2,705,"cafe,vegetarian_restaurant,breakfast_restaurant,restaurant,food,point_of_interest",(212) 925-1300,yes,OPERATIONAL,ChIJg1zmpilawokR1tvpSF6PWS8,2026-05-22,4.2,711,"cafe,vegetarian_restaurant,breakfast_restaurant,restaurant,food,point_of_interest,establishment",(212) 925-1300,yes,OPERATIONAL
v0332,Din Tai Fung,286,ok,google_review_count|google_types,ChIJzRA7agBZwokRbSxOyEGFG5U,2026-04-20,4.3,2261,"taiwanese_restaurant,dumpling_restaurant,chinese_restaurant,restaurant,food,point_of_interest",(212) 287-9178,yes,OPERATIONAL,ChIJzRA7agBZwokRbSxOyEGFG5U,2026-05-22,4.3,2347,"taiwanese_restaurant,dumpling_restaurant,chinese_restaurant,restaurant,point_of_interest,food,establishment",(212) 287-9178,yes,OPERATIONAL
v0334,Don Don Korean BBQ,287,ok,google_review_count|google_types,ChIJ5dMYw35ZwokRVcsrTbQDfeQ,2026-04-20,4.9,825,"barbecue_restaurant,asian_fusion_restaurant,asian_restaurant,fusion_restaurant,korean_barbecue_restaurant,korean_restaurant",(347) 935-8888,yes,OPERATIONAL,ChIJ5dMYw35ZwokRVcsrTbQDfeQ,2026-05-22,4.9,880,"barbecue_restaurant,asian_fusion_restaurant,asian_restaurant,fusion_restaurant,korean_barbecue_restaurant,korean_restaurant,restaurant,food,point_of_interest,establishment",(347) 935-8888,yes,OPERATIONAL
v0335,Dons Bogam,288,ok,google_review_count|google_types,ChIJoeTbP6hZwokR9N--sbudnCM,2026-04-20,4.4,1574,"korean_barbecue_restaurant,wine_bar,bar_and_grill,cocktail_bar,barbecue_restaurant,bar",(212) 683-2200,yes,OPERATIONAL,ChIJoeTbP6hZwokR9N--sbudnCM,2026-05-22,4.4,1585,"korean_barbecue_restaurant,wine_bar,bar_and_grill,cocktail_bar,barbecue_restaurant,bar,korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 683-2200,yes,OPERATIONAL
v0336,Draught 55,289,ok,google_review_count|google_types,ChIJNRp4EuRYwokRkc8M1fcNSVs,2026-04-20,4.4,1337,"bar,hamburger_restaurant,salad_shop,american_restaurant,restaurant,food",(212) 300-4096,yes,OPERATIONAL,ChIJNRp4EuRYwokRkc8M1fcNSVs,2026-05-22,4.4,1343,"bar,point_of_interest,establishment",(212) 300-4096,yes,OPERATIONAL
v0337,DUO NYC,290,ok,,ChIJh71RqZ1ZwokRuMt1PftFXEY,2026-04-20,4.9,30,"clothing_store,store,point_of_interest,establishment",(212) 777-7044,yes,OPERATIONAL,ChIJh71RqZ1ZwokRuMt1PftFXEY,2026-05-22,4.9,30,"clothing_store,store,point_of_interest,establishment",(212) 777-7044,yes,OPERATIONAL
v0338,Duomo51,291,ok,google_review_count|google_types,ChIJKRPD1K5ZwokRmyDXkfJPfqk,2026-04-20,4.6,1549,"italian_restaurant,lounge_bar,night_club,bar,restaurant,food",(646) 398-8098,yes,OPERATIONAL,ChIJKRPD1K5ZwokRmyDXkfJPfqk,2026-05-22,4.6,1576,"italian_restaurant,lounge_bar,night_club,bar,restaurant,food,point_of_interest,establishment",(646) 398-8098,yes,OPERATIONAL
v0339,Eat Offbeat,292,ok,,ChIJOxn5CkdZwokRikU4563HWAo,2026-04-20,5,8,"cafe,food,point_of_interest,establishment",(516) 427-9479,yes,OPERATIONAL,ChIJOxn5CkdZwokRikU4563HWAo,2026-05-22,5,8,"cafe,food,point_of_interest,establishment",(516) 427-9479,yes,OPERATIONAL
v0340,Eataly,293,ok,google_review_count|google_types,ChIJvx7i_BlawokRidb5WfdvqRM,2026-04-20,4.2,6303,"italian_restaurant,pizza_restaurant,cafe,event_venue,grocery_store,bar",(212) 897-2895,yes,OPERATIONAL,ChIJvx7i_BlawokRidb5WfdvqRM,2026-05-22,4.2,6369,"pizza_restaurant,bar,grocery_store,cafe,event_venue,restaurant,food_store,store,food,point_of_interest,establishment",(212) 897-2895,yes,OPERATIONAL
v0341,Edith Machinist,294,ok,,ChIJDWRNRoFZwokR5qxQE2jnWg0,2026-04-20,4.8,63,"womens_clothing_store,clothing_store,store,point_of_interest,establishment",(212) 979-9992,yes,OPERATIONAL,ChIJDWRNRoFZwokR5qxQE2jnWg0,2026-05-22,4.8,63,"womens_clothing_store,clothing_store,point_of_interest,store,establishment",(212) 979-9992,yes,OPERATIONAL
v0342,Edith’s Sandwich Counter,295,ok,google_rating|google_review_count,ChIJ_5uVM7VZwokRtlB8Ukb84E8,2026-04-20,4.4,282,"sandwich_shop,restaurant,food,point_of_interest,establishment",(646) 360-3803,yes,OPERATIONAL,ChIJ_5uVM7VZwokRtlB8Ukb84E8,2026-05-22,4.5,370,"sandwich_shop,restaurant,food,point_of_interest,establishment",(646) 360-3803,yes,OPERATIONAL
v0343,Effy's Cafe,296,ok,google_review_count|google_types,ChIJsVlfeCf2wokRlM4sVisrU3A,2026-04-20,4.4,670,"mediterranean_restaurant,breakfast_restaurant,brunch_restaurant,middle_eastern_restaurant,restaurant,food",(212) 280-6200,yes,OPERATIONAL,ChIJsVlfeCf2wokRlM4sVisrU3A,2026-05-22,4.4,678,"brunch_restaurant,mediterranean_restaurant,breakfast_restaurant,middle_eastern_restaurant,restaurant,food,point_of_interest,establishment",(212) 280-6200,yes,OPERATIONAL
v0345,El Rey Mezcal Bar,297,ok,google_rating|google_review_count,ChIJA12lvtpbwokRx1g73PPypIM,2026-04-20,4.7,2456,"mexican_restaurant,restaurant,food,point_of_interest,establishment",(917) 409-5881,yes,OPERATIONAL,ChIJA12lvtpbwokRx1g73PPypIM,2026-05-22,4.8,2641,"mexican_restaurant,restaurant,food,point_of_interest,establishment",(917) 409-5881,yes,OPERATIONAL
v0347,Embriago Coffee,298,ok,google_review_count|google_types,ChIJIW02-Q5ZwokR3lDY6rBN29E,2026-04-20,4.9,412,"coffee_shop,cafe,food_store,store,food,point_of_interest",,yes,OPERATIONAL,ChIJIW02-Q5ZwokR3lDY6rBN29E,2026-05-22,4.9,419,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v0348,Emily,299,ok,google_review_count,ChIJheDLi5JZwokR3olqGKqz8hI,2026-04-20,4.5,3456,"restaurant,pizza_restaurant,food,point_of_interest,establishment",(917) 935-6434,yes,OPERATIONAL,ChIJheDLi5JZwokR3olqGKqz8hI,2026-05-22,4.5,3521,"restaurant,pizza_restaurant,food,point_of_interest,establishment",(917) 935-6434,yes,OPERATIONAL
v0349,ENDING SOON,300,ok,,ChIJQcyfQIZZwokREEvkPWiRY4A,2026-04-20,4.5,8,"clothing_store,store,point_of_interest,establishment",,yes,OPERATIONAL,ChIJQcyfQIZZwokREEvkPWiRY4A,2026-05-22,4.5,8,"clothing_store,store,point_of_interest,establishment",,yes,OPERATIONAL
v0350,Entwine Cocktail Bar,301,ok,google_review_count,ChIJ-97gwepZwokR9g3gqA5kl7s,2026-04-20,4.5,428,"cocktail_bar,wine_bar,bar,food,point_of_interest,establishment",(212) 727-8765,yes,OPERATIONAL,ChIJ-97gwepZwokR9g3gqA5kl7s,2026-05-22,4.5,432,"cocktail_bar,wine_bar,bar,food,point_of_interest,establishment",(212) 727-8765,yes,OPERATIONAL
v0351,Equinox Hotel New York,302,ok,google_review_count|google_types,ChIJf-JE3ehZwokRXgoRYPxLMhA,2026-04-20,4.4,697,"hotel,spa,resort_hotel,event_venue,lodging,point_of_interest",(212) 812-9200,yes,OPERATIONAL,ChIJf-JE3ehZwokRXgoRYPxLMhA,2026-05-22,4.4,696,"hotel,resort_hotel,spa,lodging,event_venue,point_of_interest,establishment",(212) 812-9200,yes,OPERATIONAL
v0353,Fast Times,303,ok,google_review_count|google_types,ChIJQ9SZB4FZwokR4-JVxNDiHuw,2026-04-20,4.8,1406,"pizza_restaurant,catering_service,meal_delivery,food_delivery,restaurant,food",(646) 895-9131,yes,OPERATIONAL,ChIJQ9SZB4FZwokR4-JVxNDiHuw,2026-05-22,4.8,1431,"pizza_restaurant,meal_delivery,catering_service,food_delivery,service,restaurant,point_of_interest,food,establishment",(646) 895-9131,yes,OPERATIONAL
v0354,Fedora,304,ok,google_review_count,ChIJ__84XZRZwokRizNTYzWHh6s,2026-04-20,4.6,85,"restaurant,food,point_of_interest,establishment",(917) 748-1926,yes,OPERATIONAL,ChIJ__84XZRZwokRizNTYzWHh6s,2026-05-22,4.6,90,"restaurant,food,point_of_interest,establishment",(917) 748-1926,yes,OPERATIONAL
v0355,Fellini Coffee Meatpacking,305,ok,google_review_count|google_types,ChIJKYbKCABZwokRt6RlaEpSEP4,2026-04-20,4.6,85,"coffee_shop,cafe,food_store,food,store,point_of_interest",,yes,OPERATIONAL,ChIJKYbKCABZwokRt6RlaEpSEP4,2026-05-22,4.6,100,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v0356,Fellini Cucina,306,ok,google_review_count|google_types,ChIJ-wdgG0hZwokRCMFcDSA7EX4,2026-04-20,4.3,684,"coffee_shop,cafe,italian_restaurant,restaurant,food_store,store",,yes,OPERATIONAL,ChIJ-wdgG0hZwokRCMFcDSA7EX4,2026-05-22,4.3,696,"coffee_shop,cafe,italian_restaurant,food_store,store,restaurant,point_of_interest,food,establishment",,yes,OPERATIONAL
v0357,Fig. 19,307,ok,google_review_count,ChIJb6KTyodZwokR-3P63Pvd6Ng,2026-04-20,4.4,471,"cocktail_bar,bar,point_of_interest,establishment",(646) 476-2034,yes,OPERATIONAL,ChIJb6KTyodZwokR-3P63Pvd6Ng,2026-05-22,4.4,472,"cocktail_bar,bar,point_of_interest,establishment",(646) 476-2034,yes,OPERATIONAL
v0358,Fishs Eddy,308,ok,google_review_count,ChIJ3b9sNKJZwokRiE5U8edilaI,2026-04-20,4.6,1618,"home_goods_store,store,point_of_interest,establishment",(212) 420-9020,yes,OPERATIONAL,ChIJ3b9sNKJZwokRiE5U8edilaI,2026-05-22,4.6,1625,"home_goods_store,store,point_of_interest,establishment",(212) 420-9020,yes,OPERATIONAL
v0359,Five Senses (Koreatown),309,ok,business_status,ChIJ1dPu-KhZwokR-bL1w45w0vY,2026-04-20,4.2,2199,"korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 441-0005,yes,OPERATIONAL,ChIJ1dPu-KhZwokR-bL1w45w0vY,2026-05-22,4.2,2199,"korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 441-0005,yes,CLOSED_PERMANENTLY
v0362,From Lucie,310,ok,google_review_count|google_types,ChIJFylaePFZwokRfRdNdH7ujXI,2026-04-20,4.4,596,"cake_shop,bakery,wholesaler,food_store,manufacturer,food",,yes,OPERATIONAL,ChIJFylaePFZwokRfRdNdH7ujXI,2026-05-22,4.4,609,"cake_shop,bakery,manufacturer,wholesaler,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v0364,Funny Face Bakery,311,ok,google_review_count|google_types,ChIJ26ciZR1ZwokRJJ1xIDHnCKY,2026-04-20,4.4,322,"bakery,vegan_restaurant,vegetarian_restaurant,dessert_shop,confectionery,food_store",(917) 965-2004,yes,OPERATIONAL,ChIJ26ciZR1ZwokRJJ1xIDHnCKY,2026-05-22,4.4,331,"bakery,dessert_shop,confectionery,vegan_restaurant,vegetarian_restaurant,food_store,store,restaurant,food,point_of_interest,establishment",(917) 965-2004,yes,OPERATIONAL
v0365,Furnish Green,312,ok,google_types,ChIJWwpM0KhZwokRL6K8C-UBZFo,2026-04-20,4.7,170,"clothing_store,furniture_store,home_improvement_store,home_goods_store,store,point_of_interest",(917) 583-9051,yes,OPERATIONAL,ChIJWwpM0KhZwokRL6K8C-UBZFo,2026-05-22,4.7,170,"clothing_store,furniture_store,home_improvement_store,home_goods_store,point_of_interest,store,establishment",(917) 583-9051,yes,OPERATIONAL
v0366,George Bang Bang,313,ok,google_review_count,ChIJ9_y2Cq9ZwokRuq4EQnlD98o,2026-04-20,4.6,336,"cocktail_bar,bar,point_of_interest,establishment",(646) 707-0420,yes,OPERATIONAL,ChIJ9_y2Cq9ZwokRuq4EQnlD98o,2026-05-22,4.6,343,"cocktail_bar,bar,point_of_interest,establishment",(646) 707-0420,yes,OPERATIONAL
v0367,Glace NY,314,ok,google_review_count|google_types,ChIJBTs3d15ZwokRAsfzLPFudOA,2026-04-20,4.2,683,"ice_cream_shop,dessert_shop,confectionery,food_store,store,food",(347) 502-6445,yes,OPERATIONAL,ChIJBTs3d15ZwokRAsfzLPFudOA,2026-05-22,4.2,697,"ice_cream_shop,dessert_shop,confectionery,food_store,store,food,point_of_interest,establishment",(347) 502-6445,yes,OPERATIONAL
v0368,Global Table,315,ok,google_review_count,ChIJPelgrY1ZwokRejSxa5TpJqs,2026-04-20,4.6,54,"home_goods_store,store,point_of_interest,establishment",(212) 431-5839,yes,OPERATIONAL,ChIJPelgrY1ZwokRejSxa5TpJqs,2026-05-22,4.6,56,"home_goods_store,store,point_of_interest,establishment",(212) 431-5839,yes,OPERATIONAL
v0369,GOLDEN WUISH (THE DUCKHOUSE),316,ok,google_review_count|google_types,ChIJWTpRmOFbwokRsLumvic0iY4,2026-04-20,4.4,503,"asian_restaurant,lounge_bar,dim_sum_restaurant,cocktail_bar,cantonese_restaurant,fusion_restaurant",(917) 262-0528,yes,OPERATIONAL,ChIJWTpRmOFbwokRsLumvic0iY4,2026-05-22,4.4,510,"asian_restaurant,dim_sum_restaurant,cantonese_restaurant,cocktail_bar,lounge_bar,night_club,fusion_restaurant,bar,chinese_restaurant,restaurant,food,point_of_interest,establishment",(917) 262-0528,yes,OPERATIONAL
v0371,Gopchang Story BBQ - Manhattan,317,ok,google_review_count,ChIJ-SmG9ahZwokRLbN33Zvknig,2026-04-20,4.2,1092,"korean_barbecue_restaurant,korean_restaurant,restaurant,food,point_of_interest,establishment",(646) 371-9469,yes,OPERATIONAL,ChIJ-SmG9ahZwokRLbN33Zvknig,2026-05-22,4.2,1095,"korean_barbecue_restaurant,korean_restaurant,restaurant,food,point_of_interest,establishment",(646) 371-9469,yes,OPERATIONAL
v0372,Gotan,318,ok,google_review_count|google_types,ChIJifdeVPVZwokRlCHFXdRcoR8,2026-04-20,4.5,979,"coffee_shop,sandwich_shop,cafe,breakfast_restaurant,meal_delivery,meal_takeaway",(212) 431-5200,yes,OPERATIONAL,ChIJifdeVPVZwokRlCHFXdRcoR8,2026-05-22,4.5,985,"coffee_shop,sandwich_shop,meal_delivery,food_delivery,breakfast_restaurant,cafe,meal_takeaway,food_store,store,restaurant,food,point_of_interest,establishment",(212) 431-5200,yes,OPERATIONAL
v0373,Grandma’s Dumpling House,319,ok,google_review_count,ChIJo0udSBBbwokRXYNJw3F-tac,2026-04-20,4.8,238,"dumpling_restaurant,restaurant,food,point_of_interest,establishment",(646) 429-8130,yes,OPERATIONAL,ChIJo0udSBBbwokRXYNJw3F-tac,2026-05-22,4.8,282,"dumpling_restaurant,restaurant,food,point_of_interest,establishment",(646) 429-8130,yes,OPERATIONAL
v0375,Green Kitchen 70th Street,320,ok,google_rating|google_review_count,ChIJadxohHRZwokRHvkUBnEH1Kw,2026-04-20,4.5,525,"restaurant,sandwich_shop,food,point_of_interest,establishment",(212) 288-3134,yes,OPERATIONAL,ChIJadxohHRZwokRHvkUBnEH1Kw,2026-05-22,4.6,638,"restaurant,sandwich_shop,point_of_interest,food,establishment",(212) 288-3134,yes,OPERATIONAL
v0376,Greenwich Letterpress,321,ok,google_review_count,ChIJFR3TFpRZwokRBmvWEmiAg8A,2026-04-20,4.7,205,"gift_shop,point_of_interest,service,store,establishment",(212) 989-7464,yes,OPERATIONAL,ChIJFR3TFpRZwokRBmvWEmiAg8A,2026-05-22,4.7,211,"gift_shop,service,store,point_of_interest,establishment",(212) 989-7464,yes,OPERATIONAL
v0377,Gunbae,322,ok,google_review_count|google_types,ChIJMUOOzR5awokRijM90_-9kUA,2026-04-20,4.6,1568,"korean_restaurant,barbecue_restaurant,karaoke,night_club,korean_barbecue_restaurant,bar",(212) 321-2500,yes,OPERATIONAL,ChIJMUOOzR5awokRijM90_-9kUA,2026-05-22,4.6,1566,"korean_restaurant,barbecue_restaurant,night_club,korean_barbecue_restaurant,bar,karaoke,restaurant,food,point_of_interest,establishment",(212) 321-2500,yes,OPERATIONAL
v0380,Hamburger America,323,ok,google_review_count,ChIJF8menphZwokR09y2oKUn8HQ,2026-04-20,4.5,2985,"hamburger_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJF8menphZwokR09y2oKUn8HQ,2026-05-22,4.5,3076,"hamburger_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment",,yes,OPERATIONAL
v0381,Han Dynasty,324,ok,google_review_count,ChIJx3Nrt55ZwokRP3Xiw0TGnKE,2026-04-20,4.3,1522,"chinese_restaurant,restaurant,food,point_of_interest,establishment",(212) 390-8685,yes,OPERATIONAL,ChIJx3Nrt55ZwokRP3Xiw0TGnKE,2026-05-22,4.3,1524,"chinese_restaurant,restaurant,food,point_of_interest,establishment",(212) 390-8685,yes,OPERATIONAL
v0382,Hauser & Wirth,325,ok,google_review_count,ChIJZfiZaMdZwokRv14ZZ3Egb-Y,2026-04-20,4.7,142,"art_gallery,point_of_interest,establishment",(212) 790-3900,yes,OPERATIONAL,ChIJZfiZaMdZwokRv14ZZ3Egb-Y,2026-05-22,4.7,145,"art_gallery,point_of_interest,establishment",(212) 790-3900,yes,OPERATIONAL
v0383,Haven,326,ok,google_review_count,ChIJnaWk-Y5ZwokRJgKOOgyxJy8,2026-04-20,4.6,528,"spa,point_of_interest,establishment",(212) 343-3515,yes,OPERATIONAL,ChIJnaWk-Y5ZwokRJgKOOgyxJy8,2026-05-22,4.6,532,"spa,point_of_interest,establishment",(212) 343-3515,yes,OPERATIONAL
v0384,Haven Rooftop,327,ok,google_review_count|google_types,ChIJo9WBiVVYwokRqlIG384NkJY,2026-04-20,4,2894,"bar,lounge_bar,american_restaurant,night_club,restaurant,food",(212) 466-9000,yes,OPERATIONAL,ChIJo9WBiVVYwokRqlIG384NkJY,2026-05-22,4,2911,"bar,lounge_bar,american_restaurant,night_club,restaurant,food,point_of_interest,establishment",(212) 466-9000,yes,OPERATIONAL
v0385,Henrietta Hudson,328,ok,google_review_count,ChIJhyhbK-1ZwokRmOnWy-LnDEc,2026-04-20,4.1,629,"night_club,bar,association_or_organization,point_of_interest,establishment",(212) 924-3347,yes,OPERATIONAL,ChIJhyhbK-1ZwokRmOnWy-LnDEc,2026-05-22,4.1,637,"night_club,bar,association_or_organization,point_of_interest,establishment",(212) 924-3347,yes,OPERATIONAL
v0386,Her Name is Han,329,ok,google_review_count,ChIJKRVIbKhZwokRBg-yFy8VlKA,2026-04-20,4.5,2787,"korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 779-9990,yes,OPERATIONAL,ChIJKRVIbKhZwokRBg-yFy8VlKA,2026-05-22,4.5,2828,"korean_restaurant,restaurant,food,point_of_interest,establishment",(212) 779-9990,yes,OPERATIONAL
v0387,Hi-Note,330,ok,google_review_count,ChIJI9YXVE1ZwokReoSNmmJkwWw,2026-04-20,4.7,155,"television_studio,point_of_interest,establishment",,yes,OPERATIONAL,ChIJI9YXVE1ZwokReoSNmmJkwWw,2026-05-22,4.7,156,"television_studio,point_of_interest,establishment",,yes,OPERATIONAL
